,Unnamed: 0,site_id,building_id,primary_use,square_feet,year_built,floor_count,meter,timestamp,meter_reading,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
1986122,1986122,6,750,Education,35990,,,0,2016-02-06 00:00:00,195.55,3.3,0.0,-11.7,0.0,1028.2,330.0,1.5
5034766,5034766,1,109,Education,56995,1953.0,6.0,3,2016-04-05 13:00:00,100.0,14.1,,3.9,,1007.5,280.0,5.7
18677156,18677156,12,1049,Education,94399,,,0,2016-12-04 15:00:00,139.688,6.2,7.0,1.8,,1022.0,80.0,3.0
12834424,12834424,14,1312,Lodging/residential,75000,,,0,2016-08-22 13:00:00,78.0,21.7,0.0,16.1,0.0,1014.8,310.0,4.6
271046,271046,15,1380,Education,204029,2010.0,,0,2016-01-05 21:00:00,423.675,-4.0,0.0,-13.0,,,0.0,0.0
9438237,9438237,15,1400,Lodging/residential,21168,1928.0,,0,2016-06-22 19:00:00,27.925,22.8,,8.3,,1012.4,330.0,4.6
2738443,2738443,0,32,Office,48392,2005.0,,0,2016-02-20 16:00:00,0.0,22.2,4.0,8.9,0.0,1027.6,100.0,4.1
11025965,11025965,0,82,Office,10743,1974.0,,0,2016-07-21 01:00:00,68.6656,28.9,2.0,22.8,0.0,1019.2,90.0,3.1
18078275,18078275,15,1326,Office,46981,1962.0,,0,2016-11-23 17:00:00,149.925,-1.7,2.0,-5.6,,1028.0,330.0,2.6
13015869,13015869,2,234,Education,179167,1971.0,,0,2016-08-25 22:00:00,72.46,37.8,4.0,10.6,0.0,1007.5,320.0,3.6
13048245,13048245,0,26,Office,26953,2005.0,,0,2016-08-26 12:00:00,207.362,26.1,4.0,23.9,0.0,1016.3,10.0,3.6
4122821,4122821,14,1228,Office,162549,,,0,2016-03-19 05:00:00,83.6516,6.1,0.0,-2.8,0.0,1015.3,340.0,4.1
18177032,18177032,13,1163,Parking,83919,,,1,2016-11-25 11:00:00,4.165,1.1,,-0.6,0.0,1025.4,300.0,5.1
19533524,19533524,14,1248,Office,78002,,,1,2016-12-19 22:00:00,0.0,-2.8,0.0,-13.9,0.0,1038.3,10.0,1.5
17143888,17143888,13,1141,Parking,20986,,,0,2016-11-07 01:00:00,19.0,15.0,2.0,5.6,0.0,1021.5,160.0,3.6
9199680,9199680,3,415,Education,41329,,,0,2016-06-18 14:00:00,45.19,23.9,2.0,13.3,0.0,1023.8,,1.5
19163030,19163030,0,102,Office,15876,1983.0,,0,2016-12-13 10:00:00,58.2292,17.2,,16.1,0.0,1018.6,360.0,1.5
15061145,15061145,9,891,Education,50846,,,1,2016-10-01 03:00:00,52.9638,20.0,0.0,12.2,0.0,1018.4,0.0,0.0
9980670,9980670,3,479,Public services,43955,1978.0,,0,2016-07-02 11:00:00,117.43,21.7,4.0,14.4,0.0,1017.5,330.0,4.1
12183865,12183865,14,1286,Healthcare,205472,,,0,2016-08-10 20:00:00,473.16,32.2,4.0,21.7,0.0,1018.1,240.0,6.2
17600703,17600703,13,1180,Education,95182,,,2,2016-11-15 05:00:00,854.0,6.1,2.0,3.3,0.0,1014.6,0.0,0.0
5648684,5648684,2,214,Education,91273,1951.0,,0,2016-04-16 11:00:00,100.1,16.7,0.0,-3.3,0.0,1007.5,300.0,4.1
10469452,10469452,0,51,Parking,387638,2014.0,,0,2016-07-11 04:00:00,121.154,26.7,4.0,22.8,0.0,1019.1,0.0,0.0
3021311,3021311,4,626,Public services,130581,1970.0,5.0,0,2016-02-26 08:00:00,123.75,13.9,2.0,11.1,0.0,1019.0,290.0,2.1
17854178,17854178,14,1278,Education,79949,,,0,2016-11-19 18:00:00,210.826,19.4,0.0,8.9,0.0,1007.9,160.0,4.1
151203,151203,14,1237,Office,42755,,,0,2016-01-03 17:00:00,27.0,7.8,0.0,-5.6,0.0,1009.5,280.0,5.1
5320598,5320598,2,156,Public services,43681,2007.0,,0,2016-04-10 15:00:00,127.79,18.9,,5.0,0.0,1009.4,190.0,5.7
1713236,1713236,15,1331,Education,171008,1930.0,,0,2016-02-01 01:00:00,209.825,10.6,0.0,2.8,,1005.5,160.0,4.1
276385,276385,3,467,Public services,47439,,,0,2016-01-06 00:00:00,138.39,-1.1,0.0,-14.4,0.0,1038.4,310.0,3.6
9616860,9616860,0,90,Lodging/residential,59200,1999.0,,0,2016-06-26 00:00:00,314.319,31.7,4.0,22.8,0.0,1017.2,140.0,3.1
6548845,6548845,10,1024,Education,53855,,2.0,0,2016-05-02 11:00:00,10.02,7.8,0.0,-2.8,0.0,1018.1,110.0,1.5
3034284,3034284,9,996,Education,77632,,,2,2016-02-26 14:00:00,94.55,7.2,0.0,-2.8,0.0,1032.2,30.0,1.5
4936878,4936878,4,582,Education,14542,1920.0,4.0,0,2016-04-03 19:00:00,5.88,14.4,4.0,8.3,0.0,1020.8,230.0,2.6
19328255,19328255,15,1354,Education,23232,,,1,2016-12-16 07:00:00,0.0895,-12.2,,-13.9,-1.0,1023.6,340.0,3.1
17106306,17106306,13,1169,Education,155439,,,0,2016-11-06 09:00:00,473.0,9.4,0.0,5.6,0.0,1023.1,0.0,0.0
19644950,19644950,0,30,Education,93897,1999.0,,1,2016-12-21 22:00:00,1308.52,17.2,,13.9,0.0,1022.3,50.0,4.6
3633623,3633623,1,120,Education,68211,1976.0,7.0,0,2016-03-09 13:00:00,142.27200000000002,10.7,,5.5,,993.8,30.0,2.6
25385,25385,1,126,Education,21539,2004.0,5.0,0,2016-01-01 11:00:00,74.6,5.4,,1.9,,1020.4,120.0,3.6
9414633,9414633,15,1334,Office,130794,1933.0,,0,2016-06-22 09:00:00,129.6,11.1,,9.4,,1009.5,140.0,2.1
2325197,2325197,3,415,Education,41329,,,0,2016-02-12 08:00:00,30.78,-6.1,,-16.1,0.0,1027.2,300.0,2.6
8297055,8297055,9,927,Lodging/residential,745671,,,0,2016-06-02 13:00:00,745.0,20.0,4.0,19.4,18.0,1011.7,310.0,2.1
15607384,15607384,14,1243,Healthcare,237704,,,2,2016-10-10 18:00:00,521.163,16.7,0.0,-3.3,0.0,1023.9,330.0,6.2
15668718,15668718,13,1216,Office,15269,,,0,2016-10-11 20:00:00,29.422,21.1,,11.7,0.0,1010.8,210.0,4.1
1964592,1964592,1,115,Education,129716,1968.0,6.0,0,2016-02-05 15:00:00,680.5,10.6,,8.7,,1015.9,220.0,7.2
9791719,9791719,12,1050,Office,50493,,2.0,0,2016-06-29 02:00:00,19.535,10.9,7.0,9.2,,1006.0,230.0,4.0
10740924,10740924,12,1053,Office,21582,,,0,2016-07-15 23:00:00,11.9425,16.8,8.0,15.7,,1021.4,270.0,7.0
7806079,7806079,3,526,Public services,7636,,,0,2016-05-24 20:00:00,19.7,28.3,4.0,9.4,0.0,1015.4,320.0,6.7
11960979,11960979,9,929,Education,199628,,,2,2016-08-06 19:00:00,39.65,35.6,0.0,21.1,0.0,1013.6,,2.1
17024664,17024664,0,76,Education,128887,2009.0,,0,2016-11-04 23:00:00,1570.57,25.6,2.0,16.1,0.0,1016.0,360.0,2.6
113466,113466,5,738,Education,95433,1966.0,4.0,0,2016-01-03 01:00:00,12.3,8.0,,4.0,,,250.0,6.7
6375691,6375691,10,1007,Office,41933,,2.0,0,2016-04-29 09:00:00,50.5,7.2,0.0,-1.7,0.0,1008.5,90.0,6.2
3589570,3589570,2,216,Education,137065,1964.0,,3,2016-03-08 16:00:00,67.4063,12.2,4.0,1.1,0.0,1008.2,320.0,3.6
3177721,3177721,9,926,Education,26033,,,2,2016-02-29 11:00:00,0.0,17.2,,15.0,0.0,1017.5,210.0,1.5
13982584,13982584,2,178,Office,23392,,,1,2016-09-12 01:00:00,23.3519,38.3,2.0,6.7,0.0,1008.2,280.0,6.7
2551423,2551423,9,955,Education,198488,,,0,2016-02-16 21:00:00,978.0,26.7,0.0,6.1,0.0,1013.8,300.0,2.6
8755029,8755029,13,1126,Education,72332,,,2,2016-06-10 16:00:00,806.6410000000001,30.0,,19.4,0.0,1006.8,210.0,4.6
5499571,5499571,9,876,Education,55240,,,0,2016-04-13 19:00:00,30.0,18.3,,15.0,0.0,1017.1,320.0,2.1
17328074,17328074,3,533,Lodging/residential,11900,,,0,2016-11-10 08:00:00,41.22,8.3,0.0,1.1,0.0,1018.6,340.0,5.7
5550067,5550067,0,72,Parking,387638,2002.0,,0,2016-04-14 17:00:00,0.0,26.7,4.0,18.3,0.0,1015.7,110.0,2.6
8732990,8732990,3,538,Religious worship,10000,2010.0,,0,2016-06-10 07:00:00,5.56,18.9,,5.0,0.0,1016.5,340.0,5.1
19095346,19095346,4,636,Education,6564,1909.0,3.0,0,2016-12-12 05:00:00,0.195,11.1,,7.8,0.0,1021.0,0.0,0.0
17686805,17686805,13,1139,Office,336650,,,1,2016-11-16 18:00:00,794.3489999999999,13.3,2.0,1.7,0.0,1009.9,170.0,4.6
594999,594999,12,1049,Education,94399,,,0,2016-01-11 19:00:00,109.873,3.7,3.0,2.1,,988.9,280.0,7.0
11816541,11816541,3,313,Education,103800,,,0,2016-08-04 05:00:00,108.59,22.8,0.0,17.8,0.0,1020.5,130.0,2.1
13634848,13634848,5,672,Manufacturing/industrial,6329,1919.0,2.0,0,2016-09-05 21:00:00,8.104,18.0,,18.0,,,280.0,4.6
2156834,2156834,8,838,Public services,18414,,1.0,0,2016-02-09 02:00:00,33.3333,15.0,,7.8,0.0,1012.1,220.0,5.7
11587769,11587769,13,1091,Lodging/residential,233341,,,0,2016-07-31 02:00:00,127.0,23.9,4.0,17.2,0.0,1014.6,140.0,3.1
5761367,5761367,3,368,Retail,16500,,,0,2016-04-18 11:00:00,48.35,11.7,2.0,6.7,0.0,1025.2,0.0,0.0
13439979,13439979,10,1000,Education,121146,,2.0,0,2016-09-02 10:00:00,92.75,20.6,0.0,9.4,0.0,1007.9,170.0,7.2
6932701,6932701,3,510,Public services,4581,,,0,2016-05-09 07:00:00,7.37,12.2,,2.8,0.0,1016.9,210.0,1.5
3299848,3299848,13,1210,Office,92500,,,0,2016-03-02 21:00:00,132.63299999999998,-1.1,4.0,-13.3,0.0,1017.0,140.0,2.6
20057237,20057237,13,1191,Education,192152,,,2,2016-12-29 04:00:00,3968.75,-0.6,0.0,-4.4,0.0,1008.7,280.0,6.7
15720119,15720119,9,934,Entertainment/public assembly,170607,,,1,2016-10-12 18:00:00,482.371,30.0,0.0,21.1,0.0,1017.2,,1.5
3332230,3332230,3,439,Office,62205,,,0,2016-03-03 13:00:00,118.14,0.0,,-8.9,0.0,1026.4,70.0,3.1
15276924,15276924,14,1309,Lodging/residential,58041,,,0,2016-10-04 22:00:00,62.34,18.3,,11.7,0.0,1024.7,120.0,2.6
736884,736884,6,770,Education,80325,,,2,2016-01-14 09:00:00,0.0,-2.8,0.0,-12.8,0.0,1014.1,180.0,3.1
18304452,18304452,13,1154,Lodging/residential,262156,,,2,2016-11-27 17:00:00,4750.0,1.1,9.0,0.6,0.0,1009.9,110.0,4.6
10288465,10288465,15,1346,Education,34875,1993.0,,2,2016-07-07 22:00:00,0.0,29.4,,20.6,,1008.0,10.0,4.1
2461735,2461735,3,400,Public services,19315,,,0,2016-02-15 02:00:00,26.45,-5.6,,-15.0,0.0,1033.5,120.0,4.6
5645218,5645218,13,1087,Office,56569,,,0,2016-04-16 09:00:00,23.267,15.6,,5.0,0.0,1019.1,130.0,6.2
12672629,12672629,0,85,Lodging/residential,37241,1981.0,,0,2016-08-19 17:00:00,139.65200000000002,31.7,2.0,21.7,0.0,1017.7,100.0,2.1
9760922,9760922,9,919,Education,31233,,,0,2016-06-28 13:00:00,42.0,26.7,0.0,20.6,0.0,1016.7,0.0,0.0
3858803,3858803,7,789,Education,64583,1923.0,1.0,2,2016-03-14 00:00:00,448.37,5.1,,-6.7,,1021.0,100.0,2.6
2773030,2773030,13,1082,Office,57394,,,0,2016-02-21 08:00:00,63.084,-2.2,0.0,-4.4,0.0,1021.5,310.0,3.6
242027,242027,4,572,Education,94175,1964.0,9.0,0,2016-01-05 09:00:00,289.125,12.2,,8.9,-1.0,1003.3,140.0,7.7
3086070,3086070,9,911,Education,239638,,,0,2016-02-27 15:00:00,326.0,12.2,4.0,5.6,0.0,,0.0,0.0
410961,410961,14,1313,Healthcare,68637,,,0,2016-01-08 10:00:00,257.73,2.2,,-1.1,0.0,1021.1,350.0,2.6
8548568,8548568,13,1184,Lodging/residential,74584,,,0,2016-06-07 00:00:00,47.613,20.0,4.0,10.6,0.0,1009.3,330.0,6.7
729127,729127,0,60,Education,81576,1997.0,,0,2016-01-14 06:00:00,0.0,8.9,8.0,5.0,0.0,1022.7,10.0,2.1
12333569,12333569,1,113,Education,100481,1958.0,9.0,0,2016-08-13 15:00:00,363.0,24.2,,13.4,,1021.9,250.0,6.7
1178647,1178647,9,923,Education,24992,,,1,2016-01-22 09:00:00,11.2891,5.0,0.0,-1.7,0.0,1023.4,330.0,4.1
4027638,4027638,9,983,Entertainment/public assembly,122122,,,2,2016-03-17 08:00:00,378.2,21.1,,19.4,0.0,1011.6,,2.1
7487013,7487013,13,1211,Office,94988,,,2,2016-05-19 03:00:00,523.438,15.6,,-0.6,0.0,1020.8,150.0,2.6
9410278,9410278,0,98,Lodging/residential,200933,2007.0,,0,2016-06-22 08:00:00,555.775,22.8,2.0,19.4,0.0,1019.2,70.0,3.1
16680519,16680519,13,1076,Lodging/residential,117054,,,2,2016-10-29 20:00:00,640.625,11.1,,8.9,3.0,1017.7,360.0,6.2
16888329,16888329,3,536,Entertainment/public assembly,1962,,,0,2016-11-02 13:00:00,2.04,13.9,,11.7,0.0,1026.2,210.0,1.5
4632740,4632740,2,217,Education,282946,2003.0,,3,2016-03-29 08:00:00,0.0,19.4,,3.9,0.0,1004.1,200.0,5.7
19927262,19927262,13,1211,Office,94988,,,0,2016-12-26 21:00:00,44.928,-6.7,,-11.1,-1.0,1008.8,260.0,9.3
17915583,17915583,15,1442,Public services,99541,1993.0,,2,2016-11-20 20:00:00,67.1048,-1.7,,-3.9,-1.0,1002.7,310.0,11.8
13322805,13322805,14,1298,Education,171084,,,3,2016-08-31 08:00:00,3.6106,22.2,,21.1,0.0,1016.0,0.0,0.0
6110023,6110023,2,217,Education,282946,2003.0,,0,2016-04-24 16:00:00,242.84,21.7,0.0,-3.9,0.0,1010.0,0.0,0.0
14670574,14670574,13,1093,Office,47578,,,2,2016-09-24 05:00:00,33.2031,18.3,,15.6,0.0,1018.2,130.0,6.2
19885030,19885030,14,1307,Lodging/residential,66013,,,0,2016-12-26 03:00:00,22.869,2.2,0.0,-2.8,0.0,1037.1,50.0,2.1
6796822,6796822,4,597,Public services,189425,1994.0,4.0,0,2016-05-06 21:00:00,247.25,14.4,,12.8,,1011.4,210.0,2.6
9469958,9469958,9,886,Education,69799,,,1,2016-06-23 09:00:00,752.9580000000001,25.0,0.0,22.8,0.0,1016.1,190.0,2.1
19601063,19601063,7,795,Education,387500,1960.0,6.0,0,2016-12-21 03:00:00,2189.42,-1.3,,-7.0,,1011.3,220.0,5.1
6503601,6503601,3,501,Education,66404,,,0,2016-05-01 16:00:00,59.12,13.3,,11.7,23.0,1018.7,150.0,4.1
7097731,7097731,13,1151,Office,267536,,,1,2016-05-12 05:00:00,134.28,11.7,9.0,11.1,0.0,1015.4,190.0,2.1
19766373,19766373,10,1009,Education,21892,,2.0,3,2016-12-24 01:00:00,21.492,0.0,,-1.1,3.0,1012.4,0.0,0.0
13474074,13474074,2,179,Food sales and service,24867,2012.0,,0,2016-09-03 01:00:00,58.73,38.9,4.0,11.7,0.0,1003.7,190.0,4.6
3852112,3852112,3,410,Education,64113,1924.0,,0,2016-03-13 21:00:00,31.9,11.1,8.0,8.3,18.0,1016.7,40.0,6.2
8271004,8271004,7,799,Education,527431,1976.0,26.0,2,2016-06-02 02:00:00,0.0,19.8,,10.7,,1017.2,80.0,1.0
1093314,1093314,9,915,Education,205141,,,0,2016-01-20 20:00:00,186.0,,,,0.0,,,
9786591,9786591,8,824,Public services,7820,,1.0,0,2016-06-29 00:00:00,2.3333,26.7,6.0,23.3,69.0,1014.2,140.0,3.1
16726532,16726532,2,222,Entertainment/public assembly,11935,1939.0,,1,2016-10-30 16:00:00,54.1595,24.4,,7.2,0.0,1014.5,110.0,4.1
5860234,5860234,8,854,Entertainment/public assembly,92288,,1.0,0,2016-04-20 05:00:00,571.7919999999999,17.2,4.0,13.3,0.0,1019.5,90.0,3.6
12118033,12118033,13,1143,Office,96612,,,2,2016-08-09 15:00:00,2.9297,25.0,4.0,20.0,0.0,1011.4,200.0,5.1
18600360,18600360,3,452,Education,155100,1931.0,,0,2016-12-03 03:00:00,100.92,7.2,6.0,-2.8,0.0,1020.2,280.0,7.7
5572786,5572786,13,1178,Education,133072,,,0,2016-04-15 02:00:00,62.232,19.4,2.0,1.1,0.0,1015.1,160.0,7.7
9078554,9078554,9,996,Education,77632,,,2,2016-06-16 10:00:00,0.0,24.4,2.0,23.3,0.0,1013.8,0.0,0.0
12760780,12760780,9,910,Office,60096,,,1,2016-08-21 06:00:00,175.245,23.3,,22.2,0.0,1012.5,,2.1
6947848,6947848,13,1192,Office,43587,,,2,2016-05-09 13:00:00,3.9062,13.9,,2.2,0.0,1011.1,130.0,5.7
7689626,7689626,2,240,Lodging/residential,111304,1964.0,,1,2016-05-22 18:00:00,235.523,27.2,2.0,2.2,0.0,1011.3,140.0,3.1
10807698,10807698,2,156,Public services,43681,2007.0,,0,2016-07-17 04:00:00,139.36,38.9,2.0,11.1,0.0,1004.7,230.0,3.1
756366,756366,14,1303,Healthcare,200000,,,0,2016-01-14 17:00:00,702.3589999999999,2.2,0.0,-8.9,0.0,1013.1,250.0,6.2
15944917,15944917,8,840,Other,41861,,1.0,0,2016-10-16 18:00:00,50.0,29.4,6.0,21.1,0.0,1016.2,70.0,6.2
15749234,15749234,15,1407,Lodging/residential,83141,2006.0,,1,2016-10-13 06:00:00,26.9091,11.7,0.0,8.3,,1017.7,160.0,5.7
9059790,9059790,9,991,Education,57811,,,0,2016-06-16 02:00:00,45.0,30.6,0.0,21.7,0.0,1011.3,150.0,3.6
13335082,13335082,1,147,Office,82548,1977.0,7.0,0,2016-08-31 14:00:00,220.5,22.4,,13.5,,1020.2,250.0,6.2
18536670,18536670,2,203,Lodging/residential,63348,2007.0,,3,2016-12-01 21:00:00,84.9906,15.6,,-5.0,0.0,1012.4,280.0,1.5
10391738,10391738,15,1341,Education,18342,1960.0,,1,2016-07-09 18:00:00,39.1285,25.6,,15.0,,1007.3,290.0,7.7
2571781,2571781,6,772,Lodging/residential,87661,,,2,2016-02-17 07:00:00,0.0,4.4,,-3.3,0.0,1011.7,0.0,0.0
6371760,6371760,15,1354,Education,23232,,,2,2016-04-29 07:00:00,619.742,4.4,,0.0,,1017.2,320.0,1.5
13024662,13024662,15,1390,Entertainment/public assembly,93608,1951.0,,2,2016-08-26 01:00:00,103.471,22.8,2.0,21.1,,,120.0,1.5
18359971,18359971,3,365,Healthcare,819577,1922.0,,0,2016-11-28 17:00:00,1357.68,9.4,,1.7,0.0,1021.7,170.0,3.1
3913994,3913994,13,1070,Lodging/residential,230747,,,0,2016-03-15 02:00:00,96.0,12.2,,9.4,0.0,1004.1,120.0,2.6
9040915,9040915,9,948,Entertainment/public assembly,20372,,,2,2016-06-15 18:00:00,21.35,33.3,0.0,22.2,0.0,1013.4,180.0,3.6
8523637,8523637,2,198,Office,163959,2004.0,,0,2016-06-06 14:00:00,211.14,30.0,,1.1,0.0,1002.9,100.0,4.1
17494706,17494706,2,247,Education,64560,1965.0,,0,2016-11-13 08:00:00,168.97,18.3,4.0,3.9,0.0,1017.2,90.0,2.6
810894,810894,9,971,Lodging/residential,301307,,,1,2016-01-15 17:00:00,401.378,16.1,0.0,1.7,0.0,1011.4,,2.6
1958523,1958523,7,789,Education,64583,1923.0,1.0,2,2016-02-05 12:00:00,584.59,-7.5,,-9.7,,1024.7,310.0,1.5
3012966,3012966,4,584,Education,137806,1967.0,8.0,0,2016-02-26 04:00:00,99.1104,16.7,2.0,10.6,0.0,1018.7,310.0,2.1
8443578,8443578,15,1417,Lodging/residential,40451,1975.0,,2,2016-06-05 03:00:00,6.1668,21.1,,17.2,,1011.5,140.0,3.1
71755,71755,3,396,Public services,16768,1980.0,,0,2016-01-02 07:00:00,17.9,2.2,0.0,-5.6,0.0,1020.9,220.0,2.6
3540794,3540794,14,1271,Public services,20540,,,0,2016-03-07 16:00:00,29.3514,9.4,0.0,1.1,0.0,1022.5,230.0,7.7
5254229,5254229,13,1170,Office,59476,,,0,2016-04-09 10:00:00,33.441,-6.1,0.0,-14.4,0.0,1024.8,10.0,1.5
10811432,10811432,13,1105,Food sales and service,33215,,,2,2016-07-17 05:00:00,93.75,20.0,,17.2,28.0,1011.0,150.0,10.3
13037369,13037369,5,708,Education,102429,1945.0,4.0,0,2016-08-26 07:00:00,61.9,13.0,0.0,12.0,,,350.0,2.6
16618422,16618422,4,608,Entertainment/public assembly,124197,1927.0,3.0,0,2016-10-28 18:00:00,78.0,18.9,,17.2,,1011.8,160.0,4.1
8710579,8710579,13,1213,Warehouse/storage,39464,,,0,2016-06-09 21:00:00,0.425,28.3,4.0,18.3,0.0,1008.8,160.0,7.2
15633977,15633977,1,111,Education,118338,1909.0,7.0,0,2016-10-11 06:00:00,327.375,5.6,,4.8,,1023.5,330.0,2.1
6702347,6702347,1,145,Office,14219,,4.0,3,2016-05-05 05:00:00,100.0,6.7,0.0,1.7,,1022.2,40.0,1.0
14497904,14497904,3,321,Public services,15913,,,0,2016-09-21 04:00:00,28.84,23.9,,21.7,0.0,1019.7,40.0,2.1
15161080,15161080,14,1266,Public services,13469,,,1,2016-10-02 21:00:00,228.405,16.7,,15.0,0.0,1016.7,80.0,1.5
16566449,16566449,4,569,Education,86091,1964.0,8.0,0,2016-10-27 20:00:00,427.25,22.2,,15.0,,1014.2,170.0,2.1
11222248,11222248,15,1426,Entertainment/public assembly,15450,1948.0,,2,2016-07-24 12:00:00,0.0,18.9,0.0,15.6,,1017.4,80.0,1.5
4196765,4196765,14,1296,Office,8836,,,3,2016-03-20 16:00:00,50.8692,2.8,,-9.4,0.0,1019.5,60.0,6.7
17243654,17243654,9,962,Public services,492898,,,1,2016-11-08 20:00:00,1037.79,20.6,,17.2,-1.0,1020.3,,2.6
11870799,11870799,13,1075,Office,72709,,,0,2016-08-05 04:00:00,34.631,22.8,2.0,15.0,0.0,1012.1,260.0,4.1
18874717,18874717,15,1398,Lodging/residential,20291,1925.0,,1,2016-12-08 07:00:00,0.0,1.1,,-3.9,,1015.6,230.0,4.1
9513114,9513114,14,1305,Lodging/residential,37803,,,0,2016-06-24 03:00:00,8.5101,23.3,4.0,18.3,0.0,1010.5,320.0,2.1
16624364,16624364,14,1287,Education,60582,,,2,2016-10-28 20:00:00,323.346,11.1,2.0,-1.1,0.0,1020.3,300.0,5.1
13690045,13690045,14,1274,Office,17077,,,3,2016-09-06 20:00:00,96.0,27.8,,16.7,0.0,1013.5,360.0,6.7
1371493,1371493,2,175,Education,111635,1989.0,,3,2016-01-25 21:00:00,2.9307,17.8,4.0,-2.8,0.0,1015.6,0.0,0.0
12447897,12447897,10,1013,Education,67377,,3.0,0,2016-08-15 17:00:00,70.7482,26.7,0.0,3.3,0.0,1012.0,170.0,5.1
18827037,18827037,14,1232,Education,181328,,,2,2016-12-07 11:00:00,0.0,4.4,,2.8,0.0,1012.6,20.0,2.1
12600701,12600701,9,912,Education,52559,,,1,2016-08-18 10:00:00,123.336,23.9,,22.8,0.0,1017.4,130.0,1.5
4541005,4541005,9,903,Education,275793,,,0,2016-03-27 12:00:00,580.0,17.2,,16.7,0.0,1013.5,0.0,0.0
1698430,1698430,9,895,Education,55087,,,0,2016-01-31 19:00:00,31.0,25.6,0.0,13.3,0.0,1008.2,,2.1
11688597,11688597,2,157,Office,5258,,,0,2016-08-01 22:00:00,122.85,35.6,4.0,18.3,0.0,1008.8,,1.5
3627870,3627870,3,526,Public services,7636,,,0,2016-03-09 10:00:00,26.03,9.4,0.0,5.6,0.0,1020.2,0.0,0.0
3661900,3661900,7,801,Education,484376,1952.0,5.0,1,2016-03-10 02:00:00,282.08,6.7,,5.2,,1010.8,360.0,0.0
10430502,10430502,7,789,Education,64583,1923.0,1.0,1,2016-07-10 11:00:00,290.28,15.2,,13.6,,1010.1,360.0,3.1
3812619,3812619,0,91,Education,68094,2003.0,,1,2016-03-13 02:00:00,2321.57,22.2,,16.1,0.0,1018.8,130.0,4.1
3692889,3692889,2,263,Education,87673,1960.0,,3,2016-03-10 17:00:00,0.0,20.6,2.0,-2.2,0.0,1015.8,100.0,3.1
8671735,8671735,3,347,Education,75900,1974.0,,0,2016-06-09 05:00:00,176.5,16.7,0.0,5.6,0.0,1013.8,310.0,3.6
9812855,9812855,12,1052,Retail,45305,,2.0,0,2016-06-29 11:00:00,159.157,15.2,7.0,11.1,,999.3,300.0,8.0
6450006,6450006,5,720,Education,18202,1919.0,2.0,0,2016-04-30 17:00:00,2.701,10.0,0.0,3.0,,,270.0,7.2
8679503,8679503,9,932,Lodging/residential,233937,,,0,2016-06-09 08:00:00,331.0,23.3,0.0,20.6,0.0,1012.9,0.0,0.0
12832974,12832974,3,433,Entertainment/public assembly,23055,,,0,2016-08-22 13:00:00,99.75,23.9,2.0,15.6,0.0,1017.7,300.0,4.1
13939966,13939966,0,14,Education,86250,2013.0,,1,2016-09-11 07:00:00,2405.99,25.6,4.0,24.4,0.0,1018.0,0.0,0.0
6659700,6659700,14,1318,Entertainment/public assembly,73488,,,3,2016-05-04 10:00:00,201.094,9.4,,8.3,5.0,1008.0,60.0,3.1
17329219,17329219,14,1233,Education,43143,,,1,2016-11-10 08:00:00,0.0,5.6,0.0,-0.6,0.0,1015.2,340.0,2.6
1137174,1137174,9,949,Lodging/residential,86786,,,0,2016-01-21 15:00:00,74.0,14.4,4.0,13.3,3.0,1013.7,,1.5
4024043,4024043,14,1287,Education,60582,,,2,2016-03-17 06:00:00,206.525,7.2,,6.1,0.0,1010.5,90.0,2.1
4062854,4062854,4,606,Utility,23432,1999.0,2.0,0,2016-03-18 01:00:00,52.3875,22.8,0.0,9.4,0.0,1011.8,310.0,5.1
2468990,2468990,13,1136,Office,79782,,,0,2016-02-15 05:00:00,42.23,-8.3,,-11.1,-1.0,1013.9,160.0,4.1
4539767,4539767,14,1300,Healthcare,25609,,,0,2016-03-27 11:00:00,48.0859,6.1,,3.3,0.0,1027.7,90.0,4.1
7829484,7829484,4,618,Education,148032,1924.0,5.0,0,2016-05-25 06:00:00,92.9,15.0,,9.4,0.0,1017.9,270.0,5.7
444296,444296,6,777,Lodging/residential,105791,,,1,2016-01-09 01:00:00,0.0,5.0,9.0,3.9,8.0,1019.9,20.0,1.5
9771054,9771054,14,1270,Entertainment/public assembly,18551,,,1,2016-06-28 17:00:00,150.724,23.3,,21.1,0.0,1013.1,220.0,2.6
232748,232748,3,485,Public services,22000,2007.0,,0,2016-01-05 05:00:00,130.44,-5.6,0.0,-16.7,0.0,1031.3,10.0,10.8
2016344,2016344,9,908,Education,91254,,,1,2016-02-06 13:00:00,53.3506,7.2,0.0,-3.9,0.0,1026.4,300.0,2.1
4045618,4045618,2,249,Entertainment/public assembly,179449,1976.0,,1,2016-03-17 17:00:00,1019.96,21.7,0.0,-5.0,0.0,1011.3,100.0,3.1
14525705,14525705,0,50,Other,4698,1981.0,,0,2016-09-21 16:00:00,56.1064,30.0,,23.3,0.0,1015.7,,2.1
16825657,16825657,13,1200,Entertainment/public assembly,545351,,,2,2016-11-01 10:00:00,234.616,11.1,0.0,9.4,0.0,1006.9,260.0,3.1
4343488,4343488,9,912,Education,52559,,,2,2016-03-23 14:00:00,0.0,18.9,,16.1,0.0,1009.8,180.0,4.6
